publishedAt;authorDisplayName;textDisplay;likeCount
2024-10-05T06:37:47Z;@SofiSofiah-sl8dl;jir suara Luffy;1
2024-10-05T06:36:52Z;@demiurgos9800;Istri baru;0
2024-10-05T06:33:04Z;@winna5064;yg di tunggu akhirnya pencarian biji pun di mulai;0
2024-10-05T06:21:56Z;@HulkenEVM;2023 oktober ada frieren2024 oktober ada dandadan;1
2024-10-05T06:19:51Z;@Reza11-xh3pr;Anak sekecil itu tytyd nya di hisap hantu 🤣🤣🤣🤣🤣;0
2024-10-05T06:19:50Z;@rivalmauli7883;Creepy nuts songs;0
2024-10-05T06:19:31Z;@lumbalumbahidup;Gokillll, suka sukaaaa, makasih ya museee huhu;0
2024-10-05T06:11:39Z;@rahmatal-hakim5991;Anjir sampai rewacth 10 kali dong 😅;0
2024-10-05T06:05:07Z;@VOA_Asyairoh;ADA VOICE LUFFY;0
2024-10-05T06:04:07Z;@kenslighter7940;Akhirnya petualangan mencari Biji dimulai;0
2024-10-05T05:50:54Z;@F18896;suara nya kaya tanjiro di rengoku movie bjir;1
2024-10-05T05:45:55Z;@DwiherdiSba;Banana no kudasai🥸👽🤏;0
2024-10-05T05:45:11Z;@srimpie3746;Visual anime nya menarik banget betah dah gw disini😂;1
2024-10-05T05:42:51Z;@MatiusJanuardi;Animasi nya kurang bagus;0
2024-10-05T06:54:29Z;@faza87watch;Komen ga laku😂😂😂;1
2024-10-05T05:39:33Z;@Ells_17;😂;0
2024-10-05T05:38:24Z;@fziyt3486;🔥🔥🔥;0
2024-10-05T05:36:28Z;@rizqipratama8323;LUUK ET DE GRAPIK GUSY;1
2024-10-05T05:36:04Z;@BliKomanGMemes;plot twist banget 😂😂;0
2024-10-05T05:29:32Z;@DwiherdiSba;Inpo loker muse❤;0
2024-10-05T05:25:15Z;@MatiusJanuardi;Enak banget dengaren ny;0
2024-10-05T05:24:57Z;@idandul;Taka ken sapa emang? Kok cwe nya suka sama dengan nama itu?;0
2024-10-05T05:03:35Z;@jonathandgt9463;Dandadan - misi pencarian bola keramat emas (peler);1
2024-10-05T05:02:48Z;@cutyuliagustina348;Lanjutan nya mana nii;1
2024-10-05T05:02:37Z;@rizkiyan_aji;waktunya menyalakan lonceng lagi;0
2024-10-05T04:59:10Z;@slametnooraziz2875;Sangat2 absurd😂😂😂;0
2024-10-05T04:53:46Z;@mugichan203;Biarkan aku menghisap tytyd mu🗿;0
2024-10-05T04:48:40Z;@arrizalramadhan8401;titit bocah ini telah kuambil, selama tititnya kubawa, kutukan bocah itu tidak akan lepas. sebuah penulisan yang sangat amat PEAK, titit / 10.;0
2024-10-05T04:47:09Z;@ZakySaputra-ko9on;Petualangan mencari biji saga telah di mulai 🗣️🗣️🗣️🔥🔥🔥🔥🔥🔥;0
2024-10-05T04:45:10Z;@Takariqo;🔥🔥🔥🔥;0
2024-10-05T04:44:45Z;@adishaka3214;nenek turbo sedang mengejar 💀💀;0
2024-10-05T04:42:56Z;@ruded967;Kalo mau baca manga nya di mana ngab?;0
2024-10-05T04:30:40Z;@Wuthering27;Zenitsu : Hey tanjirou apa yang kamu lakukan disitu!!?;0
2024-10-05T04:24:14Z;@gummybbang;damn😂;0
2024-10-05T04:02:07Z;@tsabituu;Petualangan untuk mencari biji;1
2024-10-05T03:50:20Z;@shota6693;Neneknya si cewek awet muda njr;0
2024-10-05T03:44:15Z;@IrvanKeceasli;KERENNN;0
2024-10-05T03:40:11Z;@andif1063;nenek speed;0
2024-10-05T03:37:50Z;@yudasulaiman5785;Yang ngisi opening ny Mash ya?;0
2024-10-05T03:36:12Z;@fajarrifansya;Funfact, pengisi suaraNenek Turbo : Luffy VA (Mayumi Tanaka)Alien Serpo : Zoro VA (Kazuya Nakai);0
2024-10-05T05:59:13Z;@kanaenakahoshi7907;MC : Kamado Tanjiro😂;0
2024-10-05T03:35:49Z;@fadlanch4048;Wkkww ternyata dia Takakura ken;0
2024-10-05T03:35:14Z;@abigailchannel7802;anjir dijadiin animesemoga scene komedinya dapet biar full ngakak;0
2024-10-05T03:25:02Z;@Justnanau;ASIK KECE AUTO FAV SEASON INI!!!;0
2024-10-05T03:20:32Z;@MuskamiaTasanih;bagi yg blom liat manga nya, coba intip deh, gila abis art nya;0
2024-10-05T03:12:33Z;@Mcbread1;Di indo ada nenek gayung, di jepang ada nenek turbo. Kalo di negara lain ada nenek apa ya?;1
2024-10-05T03:03:30Z;@alifibrah;Gelo chaos amat ahhahaha;0
2024-10-05T02:51:40Z;@Aegeaons;keinget Tanjiro😂;0
2024-10-05T02:47:15Z;@MelatiFauziah;Finaly, tayang jg anime dri manga favorit gue;0
2024-10-05T02:44:05Z;@ardysurya6252;namaku takakura ken wkwk;0
2024-10-05T02:20:39Z;@Arya_Surya;Alien nya agak lain🗿 btw min kabar anu nya takakura gimana min di eps selanjutnya 🗿;0
2024-10-05T02:17:33Z;@SpiderBoy-pv1lk;anying intro music nya aja enak bgt😂;0
2024-10-05T02:16:40Z;@yunama47;absurd banget njir;0
2024-10-05T02:15:20Z;@gapenailharahap2921;keren bangsaatt;0
2024-10-05T02:14:52Z;@ajiwibowo5390;Blue lock season 2 update disini gak min;0
2024-10-05T02:14:42Z;@jayyy-11V;saya akan menyatakan tanggal 5 bulan 10 2024 saya akan jadi fans anime ini;0
2024-10-05T02:14:19Z;@ayom3523;Love this.;0
2024-10-05T01:55:49Z;@akia8;baru kali ini nemu film/series official sub indo yg pake kata titit 🤣;0
2024-10-05T01:53:24Z;@hafidnur301;Opening song dari artist yang sama di anime Mashle ya, Creepy Nuts;0
2024-10-05T01:52:30Z;@rizkikfebri4463;pemburuan biji dimulai;0
2024-10-05T01:34:03Z;@zii9589;absurd bener wkwkw;0
2024-10-05T01:32:45Z;@Adoora25;fireee🔥🔥🔥;0
2024-10-05T01:31:59Z;@Langggg-n3y;Jir intro nya asik kek magic&ampmashle;0
2024-10-05T01:31:33Z;@bilsyafanugerah8267;Ini yg nyanyi lagu nya sama kaya mash kah?;0
2024-10-05T01:29:07Z;@CeretPenyok;Vibe nya mirip-mirip Mob Psycho.;0
2024-10-05T01:27:42Z;@romantica__;Cuma perkara tytyd;0
2024-10-05T01:22:49Z;@ItsMe夢;Anime PEAK rilisss😎🔥;0
2024-10-05T01:10:58Z;@karmarin8060;Gw kira nenek turbo itu nenek kecepatan, baru ngeh pas dialog kalau tititnya sudah kumakan ternyata itu.;1
2024-10-05T01:04:01Z;@Chanelgabut242.;Gilaaaaaa;1
2024-10-05T01:03:08Z;@wongirengmataneputih3360;dipikir pikir nih anime mirip mob psycho ya apalagi yang nenek turbo itu jadi keinget nenek pelari di terowongan yang ternyata hanya nenek yang suka berlari wkwkwk;0
2024-10-05T00:42:38Z;@FernaAsiani;Titit d makan nenek 😢😢;0
2024-10-05T00:41:37Z;@adamjulian8887;hell nah art style yg ga gua suka;0
2024-10-05T00:40:03Z;@Javaniisan;Keren keren keren;0
2024-10-05T00:38:46Z;@thorgul8334;Anime gokil. World building antara Hunter x hunter dan humor dari gintama.Mix dari segala genre.;0
2024-10-05T00:13:18Z;@zetsuu-d8n;Hantu 👹+ 👾alien;0
2024-10-05T00:11:20Z;@Zariusshiki;Terimakasih muse sudah mengamankan lisensi anime yang sangat membuat lonjakan emosi naik turun;0
2024-10-05T00:04:16Z;@hanzy6806;suara osnya kek kenal di anime mashle;0
2024-10-04T23:59:36Z;@udipunk1;Vibes ostnya seperti mashel🎉🎉;0
2024-10-04T23:58:05Z;@fzie8634;lets go mencari biji;0
2024-10-04T23:41:31Z;@dey0251;Apakah bakal jdi op terbaik musim ini;0
2024-10-04T23:33:19Z;@pasnelsianturi5019;Saya penonton baru yang tidak baca manganya. Semoga bisa menghibur saya ❤;0
2024-10-04T23:22:00Z;@mintahotspot4976;h;0
2024-10-04T23:20:57Z;@KangTidur9;Mari kita nikmati;0
2024-10-04T23:15:53Z;@goblinmania5432;Anime romcom;0
2024-10-04T23:06:18Z;@kem0654;YOOOOOO!!!!;0
2024-10-04T22:57:58Z;@likx3773;awas karbitan😹😹;0
2024-10-04T22:52:33Z;@wucga9335;peak is here;0
2024-10-04T22:48:36Z;@RahmatHidayat-tt2bl;Akhirnya yg ditunggu 😊;0
2024-10-04T22:47:57Z;@MuhklisAlGifahri;Best lh muse ni🎉🎉🎉❤❤;0
2024-10-04T22:38:59Z;@Swiftthe;Cocok lah buat anime santai;0
2024-10-04T22:38:23Z;@iisrohayati4981;🎉🎉🎉 MUSE ON THE TOP;0
2024-10-04T22:37:02Z;@sutanaffan3838;Sepertinya ketemu Wewe gombel tidak seburuk ketemu nenek turbo😂😂😂;0
2024-10-04T22:24:55Z;@tress3823;B aja. 😪;0
2024-10-04T22:13:11Z;@Zeee50;We escaping turbo granny with this one🗣️🔥🔥💯🔥🔥💯💯🔥🔥🔥;0
2024-10-04T21:50:14Z;@Augies1808;jadi kangen mob psyco;0
2024-10-04T21:41:14Z;@triwahyudi6618;Bjir keren juga ni animenya..;0
2024-10-04T21:18:13Z;@algama.y7240;Sop iler ahhh..Itu kucing putih yang di ending sebenernya nenek turbo yang tadi diterowongan ya.. Terus yg bulet kuning apa orange.. Pokonya itu lah.. Itu biji pelernya si okarikun😂😂;0
2024-10-04T21:00:31Z;@babyking6582;intronya mirip mashle🗿;0
2024-10-04T20:59:57Z;@Rojal118;Science saru type shit, the level of fluidity is sick doe🔥;0
2024-10-04T20:37:28Z;@applemontea;wanjir seru banget;0
2024-10-04T19:13:26Z;@Baniboy1345;Asli epick. Kok ada alur cerita modelan gini 😂;0
2024-10-04T19:08:37Z;@nalendnasierra;Karena rame komen kl manganya bagus, akhirnya dr anime aku baca manganya,dong.Dan, ternyata ni anime cm cerita ttg petualang cari biji si cowok yg ilang. 🤦 Actionnya bagus sih emang, macam kaya mob psyco gt buat yg ngelawan alien, sedang yg yurei(hantu) lebih mirip ke jujutsu no kaisen. Cm yg ga habis pikir itu ide ceritanya itu looh... cm bikin geleng. 😅;0
2024-10-04T18:56:44Z;@nikkaido8166;apa2an ini, kok seru wkwkwk;0
2024-10-04T18:36:15Z;@allananggitamaulana1892;yg cowo jadi leak dan yang cewe jadi dukun 🗿🗿;0
2024-10-04T18:34:39Z;@Ipul-z9c;Lumayan;0
2024-10-04T18:31:25Z;@shironeko-pq4vl;awokwaokawo absurd bet anying wkwkwk;0
2024-10-04T18:24:45Z;@Yantocristianostapadorsasabob;Biji nya diambil 😂;0
2024-10-04T18:12:59Z;@ridhorifadha;LAH HAHAHA PLOT TWIST;0
2024-10-04T18:00:11Z;@NanSanOgawa;BAGUSSSS;0
2024-10-04T17:56:42Z;@ionejowo9114;anime grafik nya kasar tp alur nys menarik juga;0
2024-10-04T17:54:10Z;@RizkyRap;Itu ceweknya kenapa kaget pas denger namanya si cowok.?;0
2024-10-05T01:48:26Z;@alipm-dq7fm;Namanya sama kaya idola nya;0
2024-10-04T17:48:35Z;@humanbeing7113;Serem juga kalo ada hantu pemburu titit 😂;0
2024-10-04T17:47:01Z;@ejiBotak-gb7lx;Awal:☠️Akhir: absurd banget tai pisang pun😢;0
2024-10-04T17:40:52Z;@fist.8489;lagu nya mashle banget yak;0
2024-10-04T18:03:22Z;@actionakun8682;Openingnya mirip mashle;0
2024-10-04T17:33:11Z;@DRiiN_01;Awokawok biasanya di sensor min kok ni ga😂;0
2024-10-04T17:33:05Z;@rizkyg-d3437;Siapa sih Takakura ken yg dia maksud? Artis kah atau seniornya?;0
2024-10-04T22:39:56Z;@kucinghoren7864;Iya Artis lawas di jepang. Ibarat ada cewek suka raffi ahmad, ternyata teman sekelasnya ada yang namanya raffi ahmad juga.;0
2024-10-04T17:29:38Z;@gugurmayang7590;pas liat openingnya keinget psycho 100😅;1
2024-10-04T17:29:07Z;@robertopektrus1862;wkowkkwowo banyak yg di sensor (di cut)🤣🤣🤣;0
2024-10-04T17:20:54Z;@Rio-en2dt;Anjy;0
2024-10-04T17:19:39Z;@farizaladitya7595;Oke ini anime favorit gw musim ini;0
2024-10-04T17:18:11Z;@diwawdw1975;opening musik yabg nyanyi sama ke mashel ya?;0
2024-10-04T17:10:07Z;@syamsularifin9776;Gue kesini karena penasaran diberanda lewat scene nenek nenek penghisap tondol... Alurnya bagus sih cuman gambar animenya kebanyakan absurd 😂;0
2024-10-04T17:04:34Z;@moeeeeng;nenek usain bold🥶🥶🥶;0
2024-10-04T17:04:16Z;@UdinSedunia-g4r;😎;0
2024-10-04T17:01:10Z;@naufal6788;baru kali ini gw lihat alien sama setan berantem;0
2024-10-04T17:00:00Z;@pandekardiana708;Random banget ceritanya 😂😂;0
2024-10-04T16:52:48Z;@tarzangaming3807;Suara nenek mirip sura luffy 😂😂;0
2024-10-04T16:42:11Z;@greedyboy888;Jir animenya sesat sekali jir;1
2024-10-04T16:37:13Z;@rf7182;Jadi..... ceritanya Tanjiro nyari tititnya yg dimakan Luffy?😂😂😂😂😂😂;0
2024-10-04T16:36:49Z;@hadeh6926;ini anime apa anyinggg😂;0
